												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(16, 7, range(63, 65))-Guarani
Reference not found. Skipping...(16, 7, range(63, 65))-NTLH
Reference not found. Skipping...(16, 7, range(63, 65))-NVI






Reference not found. Skipping...(16, 9, range(1, 3))-aa
Reference not found. Skipping...(16, 9, range(1, 3))-acf
Reference not found. Skipping...(16, 9, range(1, 3))-Guajajara
Reference not found. Skipping...(16, 9, range(1, 3))-Guarani
Reference not found. Skipping...(16, 9, range(1, 3))-NTLH
Reference not found. Skipping...(16, 9, range(1, 3))-NVI



Reference not found. Skipping...(16, 12, range(33, 36))-Guajajara
Reference not found. Skipping...(16, 12, range(33, 36))-Guarani
Reference not found. Skipping...(16, 12, range(33, 36))-NVI



Reference not found. Skipping...(16, 12, range(33, 36))-aa
Reference not found. Skipping...(16, 12, range(33, 36))-acf
Reference not found. Skipping...(16, 12, range(33, 36))-Guajajara
Reference not found. Skipping...(16, 12, range(33, 36))-Guarani
Reference not found. Skipping...(16, 12, range(33, 36))-NTLH
Reference not found. Skipping...(16, 12, range(33, 36))-NVI



Reference not found. Skipping...(16, 12, range(33, 36))-aa
Reference not found. Skipping...(16, 12, range(33, 36))-acf
Reference not found. Skipping...(16, 12, range(33, 36))-Guajajara
Reference not found. Skipping...(16, 12, range(33, 36))-Guarani
Reference not found. Skipping...(16, 12, range(33, 36))-NTLH
Reference not found. Skipping...(16, 12, range(33, 36))-NVI



Reference not found. Skipping...(17, 1, range(1, 3))-Guajajara
Reference not found. Skipping...(17, 1, range(1, 3))-Guarani
Reference not found. Skipping...(17, 1, range(1, 3))-NVI



Reference not found. Skipping...(17, 1, range(1, 3))-aa
Reference not found. Skipping...(17, 1, range(1, 3))-acf
Reference not found. Skipping...(17, 1, range(1, 3))-Guajajara
Reference not found. Skipping...(17, 1, range(1, 3))-Guarani
Reference not found. Skipping...(17, 1, range(1, 3))-NTLH
Reference not found. Skipping...(17, 1, range(1, 3))-NVI



Reference not found. Skipping...(17, 9, range(7, 11))-Guajajara
Reference not found. Skipping...(17, 9, range(7, 11))-Guarani
Reference not found. Skipping...(17, 9, range(7, 11))-NVI



Reference not found. Skipping...(17, 9, range(7, 11))-aa
Reference not found. Skipping...(17, 9, range(7, 11))-acf
Reference not found. Skipping...(17, 9, range(7, 11))-Guajajara
Reference not found. Skipping...(17, 9, range(7, 11))-Guarani
Reference not found. Skipping...(17, 9, range(7, 11))-NTLH
Reference not found. Skipping...(17, 9, range(7, 11))-NVI



Reference not found. Skipping...(17, 9, range(7, 11))-aa
Reference not found. Skipping...(17, 9, range(7, 11))-acf
Reference not found. Skipping...(17, 9, range(7, 11))-Guajajara
Reference not found. Skipping...(17, 9, range(7, 11))-Guarani
Reference not found. Skipping...(17, 9, range(7, 11))-NTLH
Reference not found. Skipping...(17, 9, range(7, 11))-NVI



Reference not found. Skipping...(17, 9, range(7, 11))-aa
Reference not found. Skipping...(17, 9, range(7, 11))-acf
Reference not found. Skipping...(17, 9, range(7, 11))-Guajajara
Reference not found. Skipping...(17, 9, range(7, 11))-Guarani
Reference not found. Skipping...(17, 9, range(7, 11))-NTLH
Reference not found. Skipping...(17, 9, range(7, 11))-NVI



Reference not found. Skipping...(17, 9, range(16, 18))-Guajajara
Reference not found. Skipping...(17, 9, range(16, 18))-Guarani
Reference not found. Skipping...(17, 9, range(16, 18))-NVI



Reference not found. Skipping...(17, 9, range(16, 18))-aa
Reference not found. Skipping...(17, 9, range(16, 18))-acf
Reference not found. Skipping...(17, 9, range(16, 18))-Guajajara
Reference not found. Skipping...(17, 9, range(16, 18))-Guarani
Reference not found. Skipping...(17, 9, range(16, 18))-NTLH
Reference not found. Skipping...(17, 9, range(16, 18))-NVI



Reference not found. Skipping...(18, 23, range(16, 18))-Guajajara
Reference not found. Skipping...(18, 23, range(16, 18))-Guarani
Reference not found. Skipping...(18, 23, range(16, 18))-NVI



Reference not found. Skipping...(18, 23, range(16, 18))-aa
Reference not found. Skipping...(18, 23, range(16, 18))-acf
Reference not found. Skipping...(18, 23, range(16, 18))-Guajajara
Reference not found. Skipping...(18, 23, range(16, 18))-Guarani
Reference not found. Skipping...(18, 23, range(16, 18))-NTLH
Reference not found. Skipping...(18, 23, range(16, 18))-NVI



Reference not found. Skipping...(19, 42, range(6, 8))-Guajajara
Reference not found. Skipping...(19, 42, range(6, 8))-Guarani
Reference not found. Skipping...(19, 42, range(6, 8))-NVI



Reference not found. Skipping...(19, 42, range(6, 8))-aa
Reference not found. Skipping...(19, 42, range(6, 8))-acf
Reference not found. Skipping...(19, 42, range(6, 8))-Guajajara
Reference not found. Skipping...(19, 42, range(6, 8))-Guarani
Reference not found. Skipping...(19, 42, range(6, 8))-NTLH
Reference not found. Skipping...(19, 42, range(6, 8))-NVI



Reference not found. Skipping...(19, 73, range(2, 4))-Guajajara
Reference not found. Skipping...(19, 73, range(2, 4))-Guarani
Reference not found. Skipping...(19, 73, range(2, 4))-NVI



Reference not found. Skipping...(19, 73, range(2, 4))-aa
Reference not found. Skipping...(19, 73, range(2, 4))-acf
Reference not found. Skipping...(19, 73, range(2, 4))-Guajajara
Reference not found. Skipping...(19, 73, range(2, 4))-Guarani
Reference not found. Skipping...(19, 73, range(2, 4))-NTLH
Reference not found. Skipping...(19, 73, range(2, 4))-NVI



Reference not found. Skipping...(19, 102, range(9, 11))-Guajajara
Reference not found. Skipping...(19, 102, range(9, 11))-Guarani
Reference not found. Skipping...(19, 102, range(9, 11))-NVI



Reference not found. Skipping...(19, 102, range(9, 11))-aa
Reference not found. Skipping...(19, 102, range(9, 11))-acf
Reference not found. Skipping...(19, 102, range(9, 11))-Guajajara
Reference not found. Skipping...(19, 102, range(9, 11))-Guarani
Reference not found. Skipping...(19, 102, range(9, 11))-NTLH
Reference not found. Skipping...(19, 102, range(9, 11))-NVI



Reference not found. Skipping...(19, 105, range(5, 7))-Guajajara
Reference not found. Skipping...(19, 105, range(5, 7))-Guarani
Reference not found. Skipping...(19, 105, range(5, 7))-NVI



Reference not found. Skipping...(19, 105, range(5, 7))-aa
Reference not found. Skipping...(19, 105, range(5, 7))-acf
Reference not found. Skipping...(19, 105, range(5, 7))-Guajajara
Reference not found. Skipping...(19, 105, range(5, 7))-Guarani
Reference not found. Skipping...(19, 105, range(5, 7))-NTLH
Reference not found. Skipping...(19, 105, range(5, 7))-NVI



Reference not found. Skipping...(19, 116, range(18, 20))-Guajajara
Reference not found. Skipping...(19, 116, range(18, 20))-Guarani
Reference not found. Skipping...(19, 116, range(18, 20))-NVI



Reference not found. Skipping...(19, 116, range(18, 20))-aa
Reference not found. Skipping...(19, 116, range(18, 20))-acf
Reference not found. Skipping...(19, 116, range(18, 20))-Guajajara
Reference not found. Skipping...(19, 116, range(18, 20))-Guarani
Reference not found. Skipping...(19, 116, range(18, 20))-NTLH
Reference not found. Skipping...(19, 116, range(18, 20))-NVI



Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NVI



Reference not found. Skipping...(20, 6, range(16, 20))-aa
Reference not found. Skipping...(20, 6, range(16, 20))-acf
Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NTLH
Reference not found. Skipping...(20, 6, range(16, 20))-NVI



Reference not found. Skipping...(20, 6, range(16, 20))-aa
Reference not found. Skipping...(20, 6, range(16, 20))-acf
Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NTLH
Reference not found. Skipping...(20, 6, range(16, 20))-NVI



Reference not found. Skipping...(20, 6, range(16, 20))-aa
Reference not found. Skipping...(20, 6, range(16, 20))-acf
Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NTLH
Reference not found. Skipping...(20, 6, range(16, 20))-NVI



Reference not found. Skipping...(20, 26, range(18, 20))-Guajajara
Reference not found. Skipping...(20, 26, range(18, 20))-Guarani
Reference not found. Skipping...(20, 26, range(18, 20))-NVI



Reference not found. Skipping...(20, 26, range(18, 20))-aa
Reference not found. Skipping...(20, 26, range(18, 20))-acf
Reference not found. Skipping...(20, 26, range(18, 20))-Guajajara
Reference not found. Skipping...(20, 26, range(18, 20))-Guarani
Reference not found. Skipping...(20, 26, range(18, 20))-NTLH
Reference not found. Skipping...(20, 26, range(18, 20))-NVI



Reference not found. Skipping...(22, 5, range(10, 12))-Guajajara
Reference not found. Skipping...(22, 5, range(10, 12))-Guarani
Reference not found. Skipping...(22, 5, range(10, 12))-NVI



Reference not found. Skipping...(22, 5, range(10, 12))-aa
Reference not found. Skipping...(22, 5, range(10, 12))-acf
Reference not found. Skipping...(22, 5, range(10, 12))-Guajajara
Reference not found. Skipping...(22, 5, range(10, 12))-Guarani
Reference not found. Skipping...(22, 5, range(10, 12))-NTLH
Reference not found. Skipping...(22, 5, range(10, 12))-NVI



Reference not found. Skipping...(23, 7, range(8, 10))-Guajajara
Reference not found. Skipping...(23, 7, range(8, 10))-Guarani
Reference not found. Skipping...(23, 7, range(8, 10))-NVI



Reference not found. Skipping...(23, 7, range(8, 10))-aa
Reference not found. Skipping...(23, 7, range(8, 10))-acf
Reference not found. Skipping...(23, 7, range(8, 10))-Guajajara
Reference not found. Skipping...(23, 7, range(8, 10))-Guarani
Reference not found. Skipping...(23, 7, range(8, 10))-NTLH
Reference not found. Skipping...(23, 7, range(8, 10))-NVI



Reference not found. Skipping...(23, 29, range(5, 7))-Guajajara
Reference not found. Skipping...(23, 29, range(5, 7))-Guarani
Reference not found. Skipping...(23, 29, range(5, 7))-NVI



Reference not found. Skipping...(23, 29, range(5, 7))-aa
Reference not found. Skipping...(23, 29, range(5, 7))-acf
Reference not found. Skipping...(23, 29, range(5, 7))-Guajajara
Reference not found. Skipping...(23, 29, range(5, 7))-Guarani
Reference not found. Skipping...(23, 29, range(5, 7))-NTLH
Reference not found. Skipping...(23, 29, range(5, 7))-NVI



Reference not found. Skipping...(23, 33, range(22, 24))-Guajajara
Reference not found. Skipping...(23, 33, range(22, 24))-Guarani
Reference not found. Skipping...(23, 33, range(22, 24))-NVI



Reference not found. Skipping...(23, 33, range(22, 24))-aa
Reference not found. Skipping...(23, 33, range(22, 24))-acf
Reference not found. Skipping...(23, 33, range(22, 24))-Guajajara
Reference not found. Skipping...(23, 33, range(22, 24))-Guarani
Reference not found. Skipping...(23, 33, range(22, 24))-NTLH
Reference not found. Skipping...(23, 33, range(22, 24))-NVI



Reference not found. Skipping...(24, 1, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 1, range(18, 20))-Guarani
Reference not found. Skipping...(24, 1, range(18, 20))-NVI



Reference not found. Skipping...(24, 1, range(18, 20))-aa
Reference not found. Skipping...(24, 1, range(18, 20))-acf
Reference not found. Skipping...(24, 1, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 1, range(18, 20))-Guarani
Reference not found. Skipping...(24, 1, range(18, 20))-NTLH
Reference not found. Skipping...(24, 1, range(18, 20))-NVI



Reference not found. Skipping...(24, 2, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 2, range(1, 3))-Guarani
Reference not found. Skipping...(24, 2, range(1, 3))-NVI



Reference not found. Skipping...(24, 2, range(1, 3))-aa
Reference not found. Skipping...(24, 2, range(1, 3))-acf
Reference not found. Skipping...(24, 2, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 2, range(1, 3))-Guarani
Reference not found. Skipping...(24, 2, range(1, 3))-NTLH
Reference not found. Skipping...(24, 2, range(1, 3))-NVI



Reference not found. Skipping...(24, 5, range(13, 15))-Guajajara
Reference not found. Skipping...(24, 5, range(13, 15))-Guarani
Reference not found. Skipping...(24, 5, range(13, 15))-NVI



Reference not found. Skipping...(24, 5, range(13, 15))-aa
Reference not found. Skipping...(24, 5, range(13, 15))-acf
Reference not found. Skipping...(24, 5, range(13, 15))-Guajajara
Reference not found. Skipping...(24, 5, range(13, 15))-Guarani
Reference not found. Skipping...(24, 5, range(13, 15))-NTLH
Reference not found. Skipping...(24, 5, range(13, 15))-NVI



Reference not found. Skipping...(24, 7, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 7, range(1, 4))-Guarani
Reference not found. Skipping...(24, 7, range(1, 4))-NVI



Reference not found. Skipping...(24, 7, range(1, 4))-aa
Reference not found. Skipping...(24, 7, range(1, 4))-acf
Reference not found. Skipping...(24, 7, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 7, range(1, 4))-Guarani
Reference not found. Skipping...(24, 7, range(1, 4))-NTLH
Reference not found. Skipping...(24, 7, range(1, 4))-NVI



Reference not found. Skipping...(24, 7, range(1, 4))-aa
Reference not found. Skipping...(24, 7, range(1, 4))-acf
Reference not found. Skipping...(24, 7, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 7, range(1, 4))-Guarani
Reference not found. Skipping...(24, 7, range(1, 4))-NTLH
Reference not found. Skipping...(24, 7, range(1, 4))-NVI



Reference not found. Skipping...(24, 9, range(25, 27))-Guajajara
Reference not found. Skipping...(24, 9, range(25, 27))-Guarani
Reference not found. Skipping...(24, 9, range(25, 27))-NVI



Reference not found. Skipping...(24, 9, range(25, 27))-aa
Reference not found. Skipping...(24, 9, range(25, 27))-acf
Reference not found. Skipping...(24, 9, range(25, 27))-Guajajara
Reference not found. Skipping...(24, 9, range(25, 27))-Guarani
Reference not found. Skipping...(24, 9, range(25, 27))-NTLH
Reference not found. Skipping...(24, 9, range(25, 27))-NVI



Reference not found. Skipping...(24, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(24, 21, range(11, 13))-Guarani
Reference not found. Skipping...(24, 21, range(11, 13))-NVI



Reference not found. Skipping...(24, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(24, 21, range(11, 13))-Guarani
Reference not found. Skipping...(24, 21, range(11, 13))-NVI



Reference not found. Skipping...(24, 22, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 22, range(1, 3))-Guarani
Reference not found. Skipping...(24, 22, range(1, 3))-NVI



Reference not found. Skipping...(24, 22, range(1, 3))-aa
Reference not found. Skipping...(24, 22, range(1, 3))-acf
Reference not found. Skipping...(24, 22, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 22, range(1, 3))-Guarani
Reference not found. Skipping...(24, 22, range(1, 3))-NTLH
Reference not found. Skipping...(24, 22, range(1, 3))-NVI



Reference not found. Skipping...(24, 23, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 23, range(1, 3))-Guarani
Reference not found. Skipping...(24, 23, range(1, 3))-NVI



Reference not found. Skipping...(24, 23, range(1, 3))-aa
Reference not found. Skipping...(24, 23, range(1, 3))-acf
Reference not found. Skipping...(24, 23, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 23, range(1, 3))-Guarani
Reference not found. Skipping...(24, 23, range(1, 3))-NTLH
Reference not found. Skipping...(24, 23, range(1, 3))-NVI



Reference not found. Skipping...(24, 24, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 24, range(1, 3))-Guarani
Reference not found. Skipping...(24, 24, range(1, 3))-NVI



Reference not found. Skipping...(24, 24, range(1, 3))-aa
Reference not found. Skipping...(24, 24, range(1, 3))-acf
Reference not found. Skipping...(24, 24, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 24, range(1, 3))-Guarani
Reference not found. Skipping...(24, 24, range(1, 3))-NTLH
Reference not found. Skipping...(24, 24, range(1, 3))-NVI



Reference not found. Skipping...(24, 25, range(36, 38))-Guajajara
Reference not found. Skipping...(24, 25, range(36, 38))-Guarani
Reference not found. Skipping...(24, 25, range(36, 38))-NVI



Reference not found. Skipping...(24, 25, range(36, 38))-aa
Reference not found. Skipping...(24, 25, range(36, 38))-acf
Reference not found. Skipping...(24, 25, range(36, 38))-Guajajara
Reference not found. Skipping...(24, 25, range(36, 38))-Guarani
Reference not found. Skipping...(24, 25, range(36, 38))-NTLH
Reference not found. Skipping...(24, 25, range(36, 38))-NVI



Reference not found. Skipping...(24, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(24, 27, range(19, 21))-Guarani
Reference not found. Skipping...(24, 27, range(19, 21))-NVI



Reference not found. Skipping...(24, 27, range(19, 21))-aa
Reference not found. Skipping...(24, 27, range(19, 21))-acf
Reference not found. Skipping...(24, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(24, 27, range(19, 21))-Guarani
Reference not found. Skipping...(24, 27, range(19, 21))-NTLH
Reference not found. Skipping...(24, 27, range(19, 21))-NVI



Reference not found. Skipping...(24, 28, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 28, range(12, 14))-Guarani
Reference not found. Skipping...(24, 28, range(12, 14))-NVI



Reference not found. Skipping...(24, 28, range(12, 14))-aa
Reference not found. Skipping...(24, 28, range(12, 14))-acf
Reference not found. Skipping...(24, 28, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 28, range(12, 14))-Guarani
Reference not found. Skipping...(24, 28, range(12, 14))-NTLH
Reference not found. Skipping...(24, 28, range(12, 14))-NVI



Reference not found. Skipping...(24, 29, range(24, 26))-Guajajara
Reference not found. Skipping...(24, 29, range(24, 26))-Guarani
Reference not found. Skipping...(24, 29, range(24, 26))-NVI



Reference not found. Skipping...(24, 29, range(24, 26))-aa
Reference not found. Skipping...(24, 29, range(24, 26))-acf
Reference not found. Skipping...(24, 29, range(24, 26))-Guajajara
Reference not found. Skipping...(24, 29, range(24, 26))-Guarani
Reference not found. Skipping...(24, 29, range(24, 26))-NTLH
Reference not found. Skipping...(24, 29, range(24, 26))-NVI



Reference not found. Skipping...(24, 29, range(30, 33))-Guajajara
Reference not found. Skipping...(24, 29, range(30, 33))-Guarani
Reference not found. Skipping...(24, 29, range(30, 33))-NVI



Reference not found. Skipping...(24, 29, range(30, 33))-aa
Reference not found. Skipping...(24, 29, range(30, 33))-acf
Reference not found. Skipping...(24, 29, range(30, 33))-Guajajara
Reference not found. Skipping...(24, 29, range(30, 33))-Guarani
Reference not found. Skipping...(24, 29, range(30, 33))-NTLH
Reference not found. Skipping...(24, 29, range(30, 33))-NVI



Reference not found. Skipping...(24, 29, range(30, 33))-aa
Reference not found. Skipping...(24, 29, range(30, 33))-acf
Reference not found. Skipping...(24, 29, range(30, 33))-Guajajara
Reference not found. Skipping...(24, 29, range(30, 33))-Guarani
Reference not found. Skipping...(24, 29, range(30, 33))-NTLH
Reference not found. Skipping...(24, 29, range(30, 33))-NVI



Reference not found. Skipping...(24, 30, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 30, range(1, 4))-Guarani
Reference not found. Skipping...(24, 30, range(1, 4))-NVI



Reference not found. Skipping...(24, 30, range(1, 4))-aa
Reference not found. Skipping...(24, 30, range(1, 4))-acf
Reference not found. Skipping...(24, 30, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 30, range(1, 4))-Guarani
Reference not found. Skipping...(24, 30, range(1, 4))-NTLH
Reference not found. Skipping...(24, 30, range(1, 4))-NVI



Reference not found. Skipping...(24, 30, range(1, 4))-aa
Reference not found. Skipping...(24, 30, range(1, 4))-acf
Reference not found. Skipping...(24, 30, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 30, range(1, 4))-Guarani
Reference not found. Skipping...(24, 30, range(1, 4))-NTLH
Reference not found. Skipping...(24, 30, range(1, 4))-NVI



Reference not found. Skipping...(24, 30, range(21, 23))-Guajajara
Reference not found. Skipping...(24, 30, range(21, 23))-Guarani
Reference not found. Skipping...(24, 30, range(21, 23))-NVI



Reference not found. Skipping...(24, 30, range(21, 23))-aa
Reference not found. Skipping...(24, 30, range(21, 23))-acf
Reference not found. Skipping...(24, 30, range(21, 23))-Guajajara
Reference not found. Skipping...(24, 30, range(21, 23))-Guarani
Reference not found. Skipping...(24, 30, range(21, 23))-NTLH
Reference not found. Skipping...(24, 30, range(21, 23))-NVI



Reference not found. Skipping...(24, 30, range(23, 25))-Guajajara
Reference not found. Skipping...(24, 30, range(23, 25))-Guarani
Reference not found. Skipping...(24, 30, range(23, 25))-NVI



Reference not found. Skipping...(24, 30, range(23, 25))-aa
Reference not found. Skipping...(24, 30, range(23, 25))-acf
Reference not found. Skipping...(24, 30, range(23, 25))-Guajajara
Reference not found. Skipping...(24, 30, range(23, 25))-Guarani
Reference not found. Skipping...(24, 30, range(23, 25))-NTLH
Reference not found. Skipping...(24, 30, range(23, 25))-NVI



Reference not found. Skipping...(24, 34, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 34, range(12, 14))-Guarani
Reference not found. Skipping...(24, 34, range(12, 14))-NVI



Reference not found. Skipping...(24, 34, range(12, 14))-aa
Reference not found. Skipping...(24, 34, range(12, 14))-acf
Reference not found. Skipping...(24, 34, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 34, range(12, 14))-Guarani
Reference not found. Skipping...(24, 34, range(12, 14))-NTLH
Reference not found. Skipping...(24, 34, range(12, 14))-NVI



Reference not found. Skipping...(24, 34, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 34, range(18, 20))-Guarani
Reference not found. Skipping...(24, 34, range(18, 20))-NVI



Reference not found. Skipping...(24, 34, range(18, 20))-aa
Reference not found. Skipping...(24, 34, range(18, 20))-acf
Reference not found. Skipping...(24, 34, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 34, range(18, 20))-Guarani
Reference not found. Skipping...(24, 34, range(18, 20))-NTLH
Reference not found. Skipping...(24, 34, range(18, 20))-NVI



Reference not found. Skipping...(24, 35, range(3, 5))-Guajajara
Reference not found. Skipping...(24, 35, range(3, 5))-Guarani
Reference not found. Skipping...(24, 35, range(3, 5))-NVI



Reference not found. Skipping...(24, 35, range(3, 5))-aa
Reference not found. Skipping...(24, 35, range(3, 5))-acf
Reference not found. Skipping...(24, 35, range(3, 5))-Guajajara
Reference not found. Skipping...(24, 35, range(3, 5))-Guarani
Reference not found. Skipping...(24, 35, range(3, 5))-NTLH
Reference not found. Skipping...(24, 35, range(3, 5))-NVI



Reference not found. Skipping...(24, 35, range(9, 11))-Guajajara
Reference not found. Skipping...(24, 35, range(9, 11))-Guarani
Reference not found. Skipping...(24, 35, range(9, 11))-NVI



Reference not found. Skipping...(24, 35, range(9, 11))-aa
Reference not found. Skipping...(24, 35, range(9, 11))-acf
Reference not found. Skipping...(24, 35, range(9, 11))-Guajajara
Reference not found. Skipping...(24, 35, range(9, 11))-Guarani
Reference not found. Skipping...(24, 35, range(9, 11))-NTLH
Reference not found. Skipping...(24, 35, range(9, 11))-NVI



Reference not found. Skipping...(24, 35, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 35, range(12, 14))-Guarani
Reference not found. Skipping...(24, 35, range(12, 14))-NVI



Reference not found. Skipping...(24, 35, range(12, 14))-aa
Reference not found. Skipping...(24, 35, range(12, 14))-acf
Reference not found. Skipping...(24, 35, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 35, range(12, 14))-Guarani
Reference not found. Skipping...(24, 35, range(12, 14))-NTLH
Reference not found. Skipping...(24, 35, range(12, 14))-NVI



Reference not found. Skipping...(24, 37, range(6, 8))-Guajajara
Reference not found. Skipping...(24, 37, range(6, 8))-Guarani
Reference not found. Skipping...(24, 37, range(6, 8))-NVI



Reference not found. Skipping...(24, 37, range(6, 8))-aa
Reference not found. Skipping...(24, 37, range(6, 8))-acf
Reference not found. Skipping...(24, 37, range(6, 8))-Guajajara
Reference not found. Skipping...(24, 37, range(6, 8))-Guarani
Reference not found. Skipping...(24, 37, range(6, 8))-NTLH
Reference not found. Skipping...(24, 37, range(6, 8))-NVI



Reference not found. Skipping...(24, 38, range(7, 9))-Guajajara
Reference not found. Skipping...(24, 38, range(7, 9))-Guarani
Reference not found. Skipping...(24, 38, range(7, 9))-NVI



Reference not found. Skipping...(24, 38, range(7, 9))-aa
Reference not found. Skipping...(24, 38, range(7, 9))-acf
Reference not found. Skipping...(24, 38, range(7, 9))-Guajajara
Reference not found. Skipping...(24, 38, range(7, 9))-Guarani
Reference not found. Skipping...(24, 38, range(7, 9))-NTLH
Reference not found. Skipping...(24, 38, range(7, 9))-NVI



Reference not found. Skipping...(24, 42, range(13, 16))-Guajajara
Reference not found. Skipping...(24, 42, range(13, 16))-Guarani
Reference not found. Skipping...(24, 42, range(13, 16))-NVI



Reference not found. Skipping...(24, 42, range(13, 16))-aa
Reference not found. Skipping...(24, 42, range(13, 16))-acf
Reference not found. Skipping...(24, 42, range(13, 16))-Guajajara
Reference not found. Skipping...(24, 42, range(13, 16))-Guarani
Reference not found. Skipping...(24, 42, range(13, 16))-NTLH
Reference not found. Skipping...(24, 42, range(13, 16))-NVI



Reference not found. Skipping...(24, 42, range(13, 16))-aa
Reference not found. Skipping...(24, 42, range(13, 16))-acf
Reference not found. Skipping...(24, 42, range(13, 16))-Guajajara
Reference not found. Skipping...(24, 42, range(13, 16))-Guarani
Reference not found. Skipping...(24, 42, range(13, 16))-NTLH
Reference not found. Skipping...(24, 42, range(13, 16))-NVI



Reference not found. Skipping...(24, 44, range(24, 26))-Guajajara
Reference not found. Skipping...(24, 44, range(24, 26))-Guarani
Reference not found. Skipping...(24, 44, range(24, 26))-NVI



Reference not found. Skipping...(24, 44, range(24, 26))-aa
Reference not found. Skipping...(24, 44, range(24, 26))-acf
Reference not found. Skipping...(24, 44, range(24, 26))-Guajajara
Reference not found. Skipping...(24, 44, range(24, 26))-Guarani
Reference not found. Skipping...(24, 44, range(24, 26))-NTLH
Reference not found. Skipping...(24, 44, range(24, 26))-NVI



Reference not found. Skipping...(24, 45, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 45, range(1, 3))-Guarani
Reference not found. Skipping...(24, 45, range(1, 3))-NVI



Reference not found. Skipping...(24, 45, range(1, 3))-aa
Reference not found. Skipping...(24, 45, range(1, 3))-acf
Reference not found. Skipping...(24, 45, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 45, range(1, 3))-Guarani
Reference not found. Skipping...(24, 45, range(1, 3))-NTLH
Reference not found. Skipping...(24, 45, range(1, 3))-NVI



Reference not found. Skipping...(24, 52, range(21, 23))-Guajajara
Reference not found. Skipping...(24, 52, range(21, 23))-Guarani
Reference not found. Skipping...(24, 52, range(21, 23))-NVI



Reference not found. Skipping...(24, 52, range(21, 23))-aa
Reference not found. Skipping...(24, 52, range(21, 23))-acf
Reference not found. Skipping...(24, 52, range(21, 23))-Guajajara
Reference not found. Skipping...(24, 52, range(21, 23))-Guarani
Reference not found. Skipping...(24, 52, range(21, 23))-NTLH
Reference not found. Skipping...(24, 52, range(21, 23))-NVI



Reference not found. Skipping...(26, 4, range(4, 6))-Guajajara
Reference not found. Skipping...(26, 4, range(4, 6))-Guarani
Reference not found. Skipping...(26, 4, range(4, 6))-NVI



Reference not found. Skipping...(26, 4, range(4, 6))-aa
Reference not found. Skipping...(26, 4, range(4, 6))-acf
